"Date","Carlsberg","DSV","GN","JyskeBank","Tryg","OilPrice"
2016-07-25,656,288,125.4,269.4,123.4,287.22
2016-07-26,658.5,290.6,125.8,271.2,123.6,285.2
2016-07-27,656,290.8,126.1,273.4,123.8,283.6
2016-07-28,661,295.9,125.9,271.1,123.3,275.92
2016-07-29,660.5,296.2,125.7,276.7,124.1,278.01
2016-08-01,663,295.5,126,273.7,124.3,266.87
2016-08-02,658,292.1,126.8,269.1,123,262.52
2016-08-03,655.5,290.5,125.2,268.3,122.8,270.98
2016-08-04,657,294.6,125.2,273.7,124,280
2016-08-05,656,316.2,127.3,278,125.1,278.86
2016-08-08,647.5,316.5,127.3,277.9,127,288.83
2016-08-09,658.5,327.5,128.1,281.9,130.1,287.18
2016-08-10,646,325.5,129.4,281.8,130.7,277.68
2016-08-11,655,327.8,139.3,283.3,130.1,290.19
2016-08-12,667,325.9,140.2,285.6,130.5,296.51
2016-08-15,678.5,326.2,143.4,283.9,130.6,304.28
2016-08-16,679,323.2,141.5,277.2,128.8,306.74
2016-08-17,643.5,327.5,141.3,278.3,127.6,308.91
2016-08-18,632.5,328.9,141.8,285.1,128.3,316.84
2016-08-19,628.5,332.2,142.2,288.7,128.5,318.54
2016-08-22,629.5,334.4,142.7,296,128.9,308.06
2016-08-23,630.5,334,142.9,298.5,130.1,312.03
2016-08-24,625,336.2,143.1,307.8,130,305.77
2016-08-25,625.5,334.3,142.2,310,129,309.7
2016-08-26,625,334.2,142.9,312.3,128.8,314.2
2016-08-29,626,330,143,313.9,129.4,313.07
2016-08-30,631,330.1,143.5,320.4,131.2,308.78
2016-08-31,625.5,330.9,143.3,320.3,133.1,298.74
2016-09-01,627.5,332.1,145.3,322,132.8,288.23
2016-09-02,642,333.7,147.6,325.2,135.9,295.07
2016-09-05,644,335.9,148.5,325.3,135.9,296.47
2016-09-06,633.5,331,147.3,315.6,135.3,299.09
2016-09-07,630.5,334.3,149,316.4,136.1,301.22
2016-09-08,623,331.2,147.7,316.7,137,313.83
2016-09-09,612,320,147,316.3,135.4,303.05
2016-09-12,613.5,320.9,146.2,316.2,133.8,306.86
2016-09-13,612.5,322.8,145.3,316,132.9,297.23
2016-09-14,612.5,324.8,147,314,132.8,289.46
2016-09-15,615,326.4,147,315.8,131.8,290.14
2016-09-16,607,326.4,147.7,313.7,131.3,285.52
2016-09-19,613.5,330.4,149,311.2,132.9,289.2
2016-09-20,623.5,330.3,150,309.6,133.6,292.18
2016-09-21,627,329.1,151.9,313.2,134.3,303.06
2016-09-22,638.5,332.8,151.6,314.4,134.5,305.79
2016-09-23,632,329.7,150.7,311.5,134.1,294.91
2016-09-26,628.5,324.9,149.4,308.7,133.8,301.81
2016-09-27,624.5,324.5,146.1,306.5,131.7,296.48
2016-09-28,633,324.5,146.2,309.6,133.4,312.45
2016-09-29,636.5,323.2,142.9,308.3,133.3,316.93
2016-09-30,632,330,142.6,309,133,318.59
2016-10-03,633,329.5,143.8,313.6,134.8,323.41
2016-10-04,632,328.6,144.9,317.6,138.7,324.52
2016-10-05,625,324.3,144.9,317.1,138.2,330.24
2016-10-06,624,322.6,144.5,325,139.4,335.57
2016-10-07,610.5,317.7,142.5,323.9,138.9,332.35
2016-10-10,622,320.9,144.4,324.7,140.1,331.77
2016-10-11,616,322.2,144,322.3,137.7,340.66
2016-10-12,610.5,323.3,142.8,322.9,136.2,338.51
2016-10-13,607,320.9,143.4,321.8,135,340.16
2016-10-14,613.5,325.7,142.6,326.7,136.5,340.48
2016-10-17,612.5,326,142.5,327.2,134.3,338.16
2016-10-18,615,325,144.2,333.2,135.4,340.46
2016-10-19,629.5,328.6,144.7,326.6,135.9,349.65
2016-10-20,629,337.7,143.8,330.9,135,340.91
2016-10-21,631,335.6,144.2,334.1,135.5,345.81
2016-10-24,624.5,337.6,143.9,336.4,135.2,342.77
2016-10-25,619.5,335,139.8,338.5,133.2,338.34
2016-10-26,608.5,332.8,137,338.7,130.8,331.92
2016-10-27,611.5,326.8,137.1,324,130.6,338.36
2016-10-28,611,324.6,138.5,310.2,130.9,331.8
2016-10-31,611,328.4,137.4,307.5,132.4,318.28
2016-11-01,603.5,318,135.9,302.8,132.5,314.83
2016-11-02,605,317.4,136.1,293.5,130,303.88
2016-11-03,601.5,317.6,136.3,296.3,132.4,300.34
2016-11-04,595.5,310.2,135.8,293.9,129,295.62
2016-11-07,604,313.5,137.5,297,130.5,301.89
2016-11-08,612.5,313.2,136.1,296.6,129.9,303.12
2016-11-09,604.5,302,137.6,298.8,129.1,305.18
2016-11-10,592.5,290.5,138.8,305.9,128.6,304.76
2016-11-11,585.5,288.5,138.4,307.3,128.4,296.15
2016-11-14,576,285.5,137.7,309.9,128.3,298.96
2016-11-15,581,296.3,139.2,312.5,128,317.09
2016-11-16,582,303,139.8,311.3,128.6,316.82
2016-11-17,585.5,307.7,139.6,310,127.6,315.05
2016-11-18,587.5,309.5,141.2,316.3,128,319.81
2016-11-21,592.5,310,140.6,317.6,128.5,332.32
2016-11-22,593,308.2,139.9,317.5,129.7,336.85
2016-11-23,587,310.3,138.9,314.5,130.1,327.85
2016-11-24,584.5,308.8,139.5,311.6,128.4,325.524
2016-11-25,595,311.2,138.3,312.3,127.5,328.08
2016-11-28,592,312.2,136.9,305.4,126,320.8
2016-11-29,596,314.1,136.6,310.7,126.5,318.57
2016-11-30,597,315.9,137,306.4,126.3,345.68
2016-12-01,579.5,308.3,134.7,309,124.8,357.62
2016-12-02,580,306.8,135.2,307.6,124.5,361.43
2016-12-05,584,305.9,136.5,311.8,126.4,359.54
2016-12-06,586.5,306.6,136.2,319.4,128.1,353.07
2016-12-07,578,304.4,137,319.2,126.9,345.55
2016-12-08,577.5,302.5,134.2,327.7,128.5,351.42
2016-12-09,585.5,303,138.3,331.3,127.2,362.8
2016-12-12,592,303.1,140.6,330.7,127.6,370.17
2016-12-13,604.5,305.2,141.2,333.2,127.2,371.43
2016-12-14,602,303.5,140.2,334.4,126.3,356.36
2016-12-15,593.5,305.5,141.8,340.7,125.6,363.22
2016-12-16,599.5,311,143.3,340,127.1,369.81
2016-12-19,597.5,311.5,143.8,335.2,125.8,371.86
2016-12-20,600,311.6,145.7,336.8,125.8,374.58
2016-12-21,602,310.1,145,336,124.3,366.97
2016-12-22,601.5,310,145.9,338,126.5,370
2016-12-23,601.5,310.7,146.1,336.3,127.8,370.14
2016-12-27,606,312.3,148.6,338.8,128.1,375.99
2016-12-28,605.5,315.2,146.6,336.3,127.2,386.09
2016-12-29,606.5,315,147.1,335.7,127.3,382.6
2016-12-30,609.5,314.2,146.3,336.7,127.7,379.09
2017-01-02,613,320.1,150,343.9,128.7,380.394
2017-01-03,612.5,318.1,148.4,342.8,128.3,374.82
2017-01-04,611,311.6,149,338.1,129.2,379.37
2017-01-05,612,318.5,148.8,337.2,130.5,380.66
2017-01-06,614,323.8,147.8,337.3,131.1,378.98
2017-01-09,615,320,147.8,328.9,130.9,367.24
2017-01-10,610.5,321.1,147.8,328.2,130,357.52
2017-01-11,607.5,321.2,148.2,327,130,369.39
2017-01-12,604.5,325.7,148,330.7,131.1,369.03
2017-01-13,609,326.4,150.7,336.8,131.6,365.16
2017-01-16,609.5,325.4,151.6,334.4,135.5,363.07
2017-01-17,607,324.8,151.3,335.5,134.9,365.07
2017-01-18,615,328.8,151.1,334.5,135,356.46
2017-01-19,614,328.2,150.4,343.7,135.9,358.21
2017-01-20,615.5,327.1,150.7,343.7,131.9,365.99
2017-01-23,611.5,325.1,148.8,341.5,126.2,366.22
2017-01-24,614,324.9,149.8,342.5,125.9,362.4
2017-01-25,619.5,330,150.9,352.5,129.9,360.93
2017-01-26,619.5,327.8,153.6,355.6,131.4,370.03
2017-01-27,627,332.4,155.1,355.4,130.4,370.28
2017-01-30,623.5,331.7,154,353.4,131.9,368.24
2017-01-31,622,334.4,153.7,354,131.5,364.78
2017-02-01,623,335.2,156.8,359.9,132.4,371.51
2017-02-02,624,335.4,158.2,360.6,132.6,368.52
2017-02-03,627,338.1,158,368.8,134,372.61
2017-02-06,620,334.9,157.6,364,133.5,368.04
2017-02-07,630.5,338.8,157.7,368.8,134.2,363.51
2017-02-08,614.5,337.6,157.8,366.8,134,365.06
2017-02-09,617,339,158.7,369.2,134.2,368.47
2017-02-10,613,342.3,159.6,368.9,134.4,376.58
2017-02-13,611.5,351.5,160.4,370.9,133.8,370.5
2017-02-14,607.5,352.3,161.1,375.3,134.2,372.46
2017-02-15,611,350,160.6,381.4,133.4,374.09
2017-02-16,612.5,347.1,160.6,378.2,132.4,372.75
2017-02-17,614.5,347.8,160.5,376.8,131.7,372.79
2017-02-20,613,347.5,160.8,372.9,132,374.74
2017-02-21,618.5,344.8,159.9,372.8,132,381.08
2017-02-22,622,345.5,160.8,363.2,131.3,379.05
2017-02-23,619.5,348,162.9,364,131.1,383.03
2017-02-24,616,342.3,159.7,359.1,129.2,378.34
2017-02-27,617.5,344.5,159.5,361.1,129.9,379.41
2017-02-28,616.5,345.4,159.9,361.3,130.5,378.78
2017-03-01,622,348.6,161.7,371.1,131.3,379.82
2017-03-02,618.5,347.8,164.5,368.2,131.7,372.1
2017-03-03,616,342.8,165.1,371.7,132.1,375.24
2017-03-06,617.5,343.9,165.9,368.9,131.8,373.3
2017-03-07,616,344.5,165,368.6,130.8,370.29
2017-03-08,614.5,345.6,164,371,130.3,350.9
2017-03-09,609,343.8,165.5,372,125.3,343.47
2017-03-10,612,346,166,374.8,124.3,336.75
2017-03-13,612.5,347.7,166.3,374.9,123.8,334.3
2017-03-14,614.5,350.5,166.2,371.9,123.7,330.33
2017-03-15,614.5,355.7,164.5,373.7,125.2,338.31
2017-03-16,618,361.4,163.5,375.2,125.7,334.77
2017-03-17,624.5,363.3,165.5,374.9,125.3,334.71
2017-03-20,628.5,364.8,164.5,370.6,126.4,330.45
2017-03-21,625.5,360,161.7,363.5,125.7,323.65
2017-03-22,617,357.5,162,359.6,124.2,325.44
2017-03-23,619,361,162.8,359,125.8,324.01
2017-03-24,624,358.9,161.5,354.9,125.2,325.6
2017-03-27,627,356.8,160.1,353.4,125.3,321.29
2017-03-28,632,357.1,160.9,355.1,125.5,331.36
2017-03-29,647.5,359.4,161.7,352.7,125.6,342.5
2017-03-30,646,358.8,162.3,351.7,126.1,348.48
2017-03-31,644,361,162.9,352.8,126.5,351.62
2017-04-03,640,361.1,160.9,354.2,127.2,350.56
2017-04-04,647,361.1,161.9,351.8,127.8,356.06
2017-04-05,645.5,361.2,161,357.6,128.4,356.1
2017-04-06,646.5,360.9,159.2,355.1,129,360.32
2017-04-07,648,360.2,159.2,353,127,365.52
2017-04-10,651,361.8,159.8,351.8,126.5,373.01
2017-04-11,655,360,161.5,349.1,125.4,373.96
2017-04-12,661.5,364.1,162.2,350.5,127.9,372.51
2017-04-18,664,365.5,162,344.6,127.8,365.29
2017-04-19,664,365.1,163.2,347.5,128.8,350.19
2017-04-20,663,371.1,166.8,345.6,128.6,347.92
2017-04-21,663,367.6,166.4,343.5,128.2,345.08
2017-04-24,673.5,375.7,170.3,349.9,130.6,335.33
2017-04-25,672.5,381.2,171.4,355.8,131.4,336.22
2017-04-26,673.5,377,175.5,356.6,132.5,336.15
2017-04-27,683.5,377,176.5,357.5,132.4,334.71
2017-04-28,681.5,380.4,177.6,364.9,131,335.57
2017-05-01,680,382.5,176.7,367.8,131.1,333.464
2017-05-02,684.5,393.7,177.5,355,132.4,324.67
2017-05-03,682,390,178,353.3,132,325.51
2017-05-04,701,388.2,182.1,357.6,131.7,310
2017-05-05,699,391.1,192.8,363.2,132.4,313.67
2017-05-08,699,393.6,190.8,361.6,133.1,315.97
2017-05-09,702,391.3,196.7,357.7,132.9,313.22
2017-05-10,702,389.5,195.7,359.7,133.2,323.29
2017-05-11,705.5,386.9,196.4,362.2,132.7,327.54
2017-05-15,704,387.7,196.7,362.5,132.7,331.29
2017-05-16,700.5,384.7,196.4,357.3,130.9,327.2
2017-05-17,690.5,381.2,192.8,349.3,129,328.21
2017-05-18,685,388.5,193.7,352.6,131.5,330.05
2017-05-19,687.5,394.7,195.2,357,132.5,334.95
2017-05-22,697.5,394.7,195,355.6,132.2,336.38
2017-05-23,708.5,393,194,357,133.2,339.31
2017-05-24,715,395.3,195.2,355.4,133.9,339
2017-05-29,711,393.5,195,352.7,134.2,334.472
2017-05-30,713.5,392.3,199.1,352.7,134,330.47
2017-05-31,721,403.1,202,354.4,136.2,320.17
2017-06-01,725,403.1,203.1,360,137,320.41
2017-06-02,728.5,406.1,204.6,370,137,316.22
2017-06-06,729.5,408.4,203.8,360.4,136,318
2017-06-07,726.5,408.3,204.5,362,136.5,303.73
2017-06-08,716.5,407.1,204.2,362.5,136.4,302.59
2017-06-09,712.5,408.3,207.8,365.1,137.3,304.94
2017-06-12,705,400,202,366.1,137.3,305.53
2017-06-13,711,403.7,202.2,368.1,140.9,307.68
2017-06-14,714.5,408.5,202,368.4,140.8,297.31
2017-06-15,719,404.3,199.9,368.8,139.3,296.15
2017-06-16,724.5,410,202.5,367.6,140.3,297.86
2017-06-19,732.5,411,203,371.1,143.5,293.79
2017-06-20,736.5,408.4,201.5,371.2,142.4,288.95
2017-06-21,725,406.7,202.5,369.2,142.5,283.54
2017-06-22,719,404,201,370,142,283.26
2017-06-23,712,404.9,202.5,368.8,142.8,285.29
2017-06-26,715.5,404.4,202.8,366,143.3,287.43
2017-06-27,709.5,403.9,198.2,367.2,141.5,291.74
2017-06-28,704.5,404.4,197.1,369.2,142,292.5
2017-06-29,694,396,192.6,377.1,141.9,292.44
2017-06-30,695.5,400,190.1,377,142.4,299.89
2017-07-03,691,400.2,190.3,386.4,143.7,294.34
2017-07-04,687.5,398,189.5,381.4,144,294.834
2017-07-05,689.5,398.4,190.9,383.3,140.3,296.12
2017-07-06,678,394,188.3,383.1,139.7,297.35
2017-07-07,670,393.9,190.5,384.5,139.4,288.37
2017-07-10,675.5,396.3,192.2,386,140.5,289.97
2017-07-11,671,396.5,189.8,387.9,145.6,293.81
2017-07-12,682.5,402,193.7,386.8,140,295.42
2017-07-13,682,400.3,192.8,386.4,141,300.02
2017-07-14,692.5,414.4,194.1,385.2,141.2,303.13
2017-07-17,690.5,416.5,194.6,385.5,141.8,298.58
2017-07-18,691.5,418,194.6,387.1,142,298.64
2017-07-19,694,421.1,195.9,385.5,142.6,303.72
2017-07-20,696,411.4,189.7,387.5,142.8,302.58
2017-07-21,689,404.5,188.9,384.5,140.9,292.44
2017-07-24,684,402.3,188.9,385,140.5,295
2017-07-25,686.5,398,189.9,389.5,140.9,303.76
2017-07-26,695.5,401.9,191.6,392.8,141,310.27
2017-07-27,701,405.2,193,398,142.1,311.91
2017-07-28,693,403,190.1,395,141.2,315.23
2017-07-31,698.5,405.6,191.2,393.7,141.7,318.4
2017-08-01,697,415.2,189.8,394,142.8,309.71
2017-08-02,697,427.5,189.1,392.5,143.4,311.9
2017-08-03,700.5,431,190.4,388.3,143.2,307.5
2017-08-04,707,443.8,190.6,393.9,143.7,310.7
2017-08-07,712.5,444.9,188.7,393.8,143.4,311.29
2017-08-08,707.5,445.6,189.1,389.9,143.9,308.96
2017-08-09,693,442,189.2,387.3,142.6,314.47
2017-08-10,690.5,438.6,185.6,385.1,141.1,307.74
2017-08-11,689.5,435.1,183.9,380.5,139.7,308.54
2017-08-14,686,439.3,184.6,390.2,140.8,300
2017-08-15,693,439.4,186,390.1,140.8,301.25
2017-08-16,674.5,441.1,188.8,387.6,141.6,297.21
2017-08-17,696,439.4,200.7,379.6,141.4,299.21
2017-08-18,694,438.6,204.4,382.1,142.7,307.78
2017-08-21,695.5,437.1,205,383.5,141,299.68
2017-08-22,709,439.8,208.5,384.6,141.5,301.09
2017-08-23,717.5,437.3,212.7,380.1,140.9,305.39
2017-08-24,721,438.8,212.7,387.5,141.9,297.62
2017-08-25,720.5,437.3,210.5,389.6,141.9,300.2
2017-08-28,717,437.2,209.9,383.4,141.3,289.46
2017-08-29,712,432.4,205,377.5,138.8,286.88
2017-08-30,714,435.4,205.8,374,139.2,286.93
2017-08-31,717,443,207.2,375.9,144.4,297.28
2017-09-01,722,446.9,210.5,378,146,295.27
2017-09-04,719,446.3,207.9,374.4,144.5,296.264
2017-09-05,717,446,209.8,370.7,143.6,304.22
2017-09-06,716.5,443.8,206.8,352.1,141.7,306.34
2017-09-07,721,447.9,213.7,354.6,141,305.13
2017-09-08,723.5,457,213.6,356.5,140.9,292.67
2017-09-11,727,458.6,215.9,359,142.1,298.03
2017-09-12,724,459.5,215.8,358.7,143.1,300.58
2017-09-13,722,463,215,359.5,143.2,306.21
2017-09-14,724.5,461.5,216.2,358,144,312.12
2017-09-15,711.5,455.4,214.2,352.4,141.2,310.37
2017-09-18,711,456.1,215.7,353.5,142.5,310.67
2017-09-19,707.5,458.1,216.3,356.3,143.5,307.93
2017-09-20,707,464,217.1,357.7,143.3,311.67
2017-09-21,701,460.8,214,358.4,143.8,316.13
2017-09-22,696,463.8,214.1,352.7,143.5,313.09
2017-09-25,697.5,464.9,215.9,355,143.8,325.08
2017-09-26,697,464.9,216.2,354.3,143.2,325.66
2017-09-27,688,467.7,214,358.8,144,330.46
2017-09-28,691,478.2,215.1,362.3,145.7,326.08
2017-09-29,689,476.3,215.8,363.3,145.4,325.72
2017-10-02,697,482.7,220,360.9,146.9,320.57
2017-10-03,696.5,485,226,360.1,144,319.4
2017-10-04,698,479.5,228,362.9,142.1,315.71
2017-10-05,701.5,473.4,220,365.4,144.1,321.92
2017-10-06,701.5,460.5,215.1,361.7,144.9,313.68
2017-10-09,702,462.4,212.4,361.8,146.7,314.17
2017-10-10,710.5,466.5,209.8,362.4,146.1,321.32
2017-10-11,715,469.2,209.9,360.4,145.1,322.76
2017-10-12,708.5,469,208.4,359.3,147.1,317.75
2017-10-13,712,468.4,207.4,354.3,146.2,324.17
2017-10-16,715,462.8,208.5,353.3,146.2,327.07
2017-10-17,716,464.7,204.5,363.5,149.2,328.36
2017-10-18,735,469.4,208,368.1,150.5,329.77
2017-10-19,732,463.5,202,356.6,149.8,322.63
2017-10-20,744,455.3,204.5,359.2,150.5,325.2
2017-10-23,740,461.3,204.3,360.1,150.3,329.14
2017-10-24,727.5,461.6,202.4,362.8,150.2,331.12
2017-10-25,720.5,463.8,203.7,350.1,148.8,328.22
2017-10-26,721,485.2,204,359.1,151.6,331.91
2017-10-27,730.5,492.2,208.2,351.9,151.5,345.71
2017-10-30,727,494.9,209.6,356.6,152,346.74
2017-10-31,729.5,494,211.3,361,152.1,347.57
2017-11-01,730.5,495.6,211.1,359,152.9,348.11
2017-11-02,735.5,496.2,201,357.7,151.5,348.61
2017-11-03,752,496.6,208.7,349.4,151.5,355.15
2017-11-06,751,495.7,210.4,355.1,151.5,368.18
2017-11-07,743,493,210.7,352.1,152.3,368.13
2017-11-08,749,495.5,209.8,345.2,153.4,364.92
2017-11-09,747.5,493.4,204.9,344.5,152.8,365.77
2017-11-10,747.5,491,203.2,345.9,153.4,362.39
2017-11-13,754,487,202,342.6,151.5,362.44
2017-11-14,754.5,490.8,203,339.5,152.2,352.71
2017-11-15,744,488.3,200.8,337.6,152.1,347.49
2017-11-16,745.5,492.4,211.7,343.9,153.8,348.6
2017-11-17,738,485,211.2,340,154.8,354.61
2017-11-20,738.5,480.9,213.9,339.1,154.8,355.04
2017-11-21,739,480.5,213.1,334.7,154.6,360.96
2017-11-22,740,479.4,216,337.2,152.5,366.62
2017-11-23,736,481,211.5,335.8,151.8,362.958
2017-11-24,735,484.1,209.7,333.8,152.3,369.32
2017-11-27,732,482.3,208,332.4,151.8,361.78
2017-11-28,738,482.4,206.8,336.8,154.1,362.85
2017-11-29,733,478,199,343.1,155,360.25
2017-11-30,740.5,481.2,196.8,337.8,152,360.49
2017-12-01,730.5,482.7,197.8,336.2,151.5,365.37
2017-12-04,732,486.3,197.9,336.1,156.7,360.52
2017-12-05,735.5,487.8,196.5,325.4,152.8,362.18
2017-12-06,736,484.7,196.9,320.2,153,351.35
2017-12-07,737.5,486,197,324.4,152.9,356.73
2017-12-08,732,486.6,198.5,334.2,155.1,362.2
2017-12-11,725,486,198.9,349.8,155.1,364.97
2017-12-12,733,486,198.8,348.7,152.9,361.3
2017-12-13,733,489,201.1,349.6,152.7,358.9
2017-12-14,733.5,488.3,200.1,350.3,153.7,358.18
2017-12-15,737,485.6,195.3,350.2,151.9,361.24
2017-12-18,744,491.1,196.2,352.5,154,360.81
2017-12-19,750.5,492.7,197.6,351.8,154.6,361.95
2017-12-20,748,488.2,196,353.5,153.4,365.08
2017-12-21,750,485.2,197.7,356.3,152.8,366.24
2017-12-22,746.5,485.8,200.8,353.5,154.4,365.84
2017-12-27,752,487.6,200,354.6,155.7,373.47
2017-12-28,749.5,487,200.3,354.5,155.3,373.34
2017-12-29,745,488.6,200.5,353.2,155.2,375.32
2018-01-02,745.4,487.7,200.3,356,156,372.46
2018-01-03,748.6,494.4,204.2,354.3,156.1,381.46
2018-01-04,749,497,205.2,356,157.8,382.46
2018-01-05,761.4,496.3,209.3,354.3,155.4,380.11
2018-01-08,765,502.2,209.7,353.3,155.6,383.94
2018-01-09,772,507.8,210,357.3,156.3,392.69
2018-01-10,764,508.4,207.5,359,156.9,394.95
2018-01-11,762,506.4,200.8,358.4,157,395.46
2018-01-12,754,499,200.9,352.3,156,394.13
2018-01-15,749.6,490.7,197.7,355.1,156.3,391.54
2018-01-16,740.4,487.3,198.5,352.2,156.7,388.72
2018-01-17,747,484.4,198.6,353,155.3,390.07
2018-01-18,758.4,487.3,200,353.2,155.2,389.32
2018-01-19,759.6,498.5,203.1,344.6,155.2,385.06
2018-01-22,759,494.8,202.3,347.2,154.2,387.21
2018-01-23,765,490.8,200.7,346.7,149.3,391.65
2018-01-24,763.4,492.8,200,347.4,151.6,395.94
2018-01-25,753,487.4,199.8,346.5,149.1,393.73
2018-01-26,770,492.3,201,346.5,150,396.62
2018-01-29,770,493.8,199.8,347.2,148.4,395.07
2018-01-30,770,493.5,196.55,344.8,145.4,387.26
2018-01-31,769.8,493,202.2,346.7,145.9,387.24
2018-02-01,771.4,483.2,203.5,350.2,144.8,393.79
2018-02-02,763.2,473,195.9,347.6,145.4,390.26
2018-02-05,759.8,471.6,197.45,345,143.5,384.01
2018-02-06,741.8,467.7,196.8,336.9,140.9,383.22
2018-02-07,715,478,202.1,339.8,143,373.48
2018-02-08,707.4,459,198.2,338,141.9,372.35
2018-02-09,700.6,461,192.7,333.8,141.8,359.05
2018-02-12,701,470.5,200.3,340,143.3,360.73
2018-02-13,703.2,469.4,198,338.2,142.1,358.34
2018-02-14,711.6,473.2,205.9,345.2,142.6,366.17
2018-02-15,715.2,480.7,208.3,344.8,142.8,366.59
2018-02-16,733,492.7,212.7,350.2,144.8,369.84
2018-02-19,728,481.4,208.9,349.8,144.2,369.918
2018-02-20,729.6,482,211,343.4,145.1,373.63
2018-02-21,735.4,480,210.8,353.7,145.7,373.36
2018-02-22,733,478.5,214,354,145.7,380.44
2018-02-23,744.2,482.2,215,355.4,147.3,384.61
2018-02-26,750.2,482.9,217.4,357.8,148.2,385.65
2018-02-27,746.6,475.5,214,361.3,146.1,380.99
2018-02-28,750.2,480.4,211.5,362.1,145.2,374.52
2018-03-01,743,467.2,207.8,362.2,144.4,373.11
2018-03-02,735.4,458.4,206.8,361.4,142.8,370.16
2018-03-05,728.2,460.8,207.8,363.6,143.8,378.12
2018-03-06,725.8,459.8,208.4,372.8,144.2,375.38
2018-03-07,723.2,463.6,212.1,377.7,145.7,366.54
2018-03-08,729,477.7,218.3,378.5,147,360.68
2018-03-09,737,477.2,220.2,380.2,146.9,375.9
2018-03-12,736,477,222.6,383.5,146.4,371.51
2018-03-13,733.2,471.1,222,390.8,146,365.21
2018-03-14,723.8,465.3,221.8,388.7,145.9,366.72
2018-03-15,715.2,472,223.1,385.3,147,369.14
2018-03-16,716.4,474.9,221.8,381.5,149.5,377.18
2018-03-19,710.8,476,220.3,380,142.4,375.23
2018-03-20,717.2,482.5,220.3,367,142.3,384.5
2018-03-21,708.6,481.7,218.1,365.7,142.3,394.68
2018-03-22,706,479,214.2,359.6,139.9,388.56
2018-03-23,706.4,474.9,213.6,362.5,138.6,396.95
2018-03-26,702.6,471.1,211.5,360.6,138.5,393.03
2018-03-27,709.6,475.8,212.5,359.5,138.7,392.49
2018-03-28,720.8,474.3,213.4,357.8,140.5,386.45
2018-04-03,722.2,474,212.6,354,140.8,383.78
2018-04-04,717,464.6,202.1,349.1,139.4,384.45
2018-04-05,710.8,474.7,204.9,351.9,140.4,385.91
2018-04-06,716.8,473.5,202.5,350.8,139.8,377.61
2018-04-09,708.6,478.2,202.6,350.5,142,383.72
2018-04-10,693.6,478.1,204.8,351.3,141.2,394.48
2018-04-11,691.2,473.6,203.2,350.6,142,401.64
2018-04-12,687.6,478.9,208.7,353.1,139.1,405.21
2018-04-13,696.6,481.7,207.8,352.3,139.2,407.19
2018-04-16,686.8,479.8,209.7,353.6,140.1,398.74
2018-04-17,690,492.7,213.8,355,141.4,400.79
2018-04-18,687.4,495.2,213.9,367.3,141.1,411.47
2018-04-19,682.8,488,211.4,372.5,142,410.82
2018-04-20,684.2,488.5,210.7,373.2,140.7,413.01
2018-04-23,683,496.9,212.7,375.7,143.4,411.45
2018-04-24,683.2,498.8,212.9,376.7,144.3,412.61
2018-04-25,686.4,492.1,211,371,144,415.7
2018-04-26,691.2,495.9,215.3,371.8,144.6,417.49
2018-04-30,691.4,490.3,217.4,370.9,146.5,422.86
2018-05-01,694.4,491.3,221.1,373.1,145.8,422.238
2018-05-02,702,497.4,236.5,377.1,146.3,421.29
2018-05-03,697.6,493.9,235.9,368.9,145.9,425.23
2018-05-04,705,493.4,238.9,369.8,144.7,433.85
2018-05-07,707.6,507.2,244.3,370.7,144.6,442.71
2018-05-08,712.4,509.6,243.2,372.6,146.3,432.02
2018-05-09,713.2,514.4,245.4,359,146.5,446.26
2018-05-14,711.6,539,247,353.1,146.9,441.33
2018-05-15,708,532.6,245.1,367.4,144.9,447.22
2018-05-16,710.4,532.6,243.3,361.8,142.6,451.51
2018-05-17,704.4,529.2,242.6,363.9,143.5,450.93
2018-05-18,705.2,528,240.7,361.4,144.1,450.34
2018-05-22,705.8,528,239.8,365.5,145.8,455.24
2018-05-23,710.2,529,238.7,361.8,145.8,457.16
2018-05-24,711.4,528,240.6,358.6,146,449.53
2018-05-25,722.6,535,245.5,357.2,147.8,433.32
2018-05-28,721.4,536,243.2,353,147.7,429.23
2018-05-29,713.4,533.2,241.3,349,146,430.17
2018-05-30,713.6,528.6,245,345.9,146.5,436.66
2018-05-31,708,529.4,243.1,347,146.7,426.17
2018-06-01,710,533.2,244.8,350.1,148.1,419.83
2018-06-04,722.8,541,248.7,350.1,149.6,410.69
2018-06-06,714.4,540.4,251,345.3,147.9,409.67
2018-06-07,713,530,249.4,344,148.7,415.08
2018-06-08,720.2,531,245.2,341,148.4,416.73
2018-06-11,730.6,536.2,247.4,350.9,150.1,417.63
2018-06-12,733.8,539,249.6,353.4,150,419.53
2018-06-13,735.4,539.4,251.4,348.1,152.3,421.97
2018-06-14,739.6,542.2,282,349.6,150.6,424.96
2018-06-15,745.2,556.8,284.3,342.9,150,417.68
2018-06-18,730,536.2,283.9,341.3,148.9,422.83
2018-06-19,729,517,287.1,341.7,149.6,420.59
2018-06-20,731.4,532,290.8,342.5,150.2,424.31
2018-06-21,742.2,531,293.3,339.2,150.9,424.21
2018-06-22,750.6,523.6,293.6,344,152.3,441.6
2018-06-25,752.8,516,291,348,149.8,445.26
2018-06-26,745.8,512,289.1,343.4,148.6,480.25
2018-06-27,748,521.6,291.9,342.3,148.3,496.52
2018-06-28,748.2,515.8,285.2,345.5,147.9,472.47
