"Date","JyskeBank","Coloplast","Lundbeck","Tryg","TwoYearBond","TenYearBond"
2011-11-17,148.8,170.7,112.4,62.72,0.66,2.04
2011-11-18,147.4,167.4,111.9,61.7,0.7,2.06
2011-11-21,147.5,164.1,109.1,61.06,0.64,1.99
2011-11-22,147,164,109,61.34,0.59,1.95
2011-11-23,147.2,163.8,107,61.54,0.59,2.04
2011-11-24,147.5,161.6,105.6,61.56,0.49,2.02
2011-11-25,148.3,160,106.3,61.8,0.44,2.08
2011-11-28,155.5,163.3,108,62.22,0.44,2.17
2011-11-29,154.3,164.9,107.2,61.58,0.42,2.2
2011-11-30,164,169.3,106.9,63.82,0.34,2.07
2011-12-01,155.2,167,106.5,62.94,0.29,1.85
2011-12-02,156.6,167,106.1,63.94,0.27,1.92
2011-12-05,163.9,166.3,106.9,63.38,0.33,2.1
2011-12-06,165,168,107.4,64.82,0.33,2.04
2011-12-07,166,169.5,107.3,63.7,0.29,2.03
2011-12-08,164.3,168.4,107.7,64.44,0.31,1.96
2011-12-09,161.9,166.2,106.5,63.94,0.35,2.07
2011-12-12,152,166,106.4,62.94,0.28,2.02
2011-12-13,149.2,163.6,106.6,62.82,0.31,2.07
2011-12-14,144.9,162.3,104.5,61.84,0.3,1.96
2011-12-15,144.3,161.5,105.3,62.68,0.28,1.9
2011-12-16,149,160.2,103.5,62.6,0.24,1.8
2011-12-19,148.2,158.4,103.4,62.54,0.21,1.81
2011-12-20,150,160.2,105.3,62.96,0.17,1.87
2011-12-21,149.5,160.6,105.5,62.76,0.2,1.84
2011-12-22,147.2,158.8,106,63.02,0.16,1.81
2011-12-23,145.3,160.5,109.1,63.62,0.16,1.85
2011-12-27,142.4,162,109,62.7,0.09,1.77
2011-12-28,141.7,161.6,109.4,63.1,0.16,1.75
2011-12-29,140.5,163.3,110.6,63.54,0.11,1.65
2011-12-30,141,165.2,108,63.8,0.1,1.64
2012-01-02,146,163.6,110.6,64.22,0.14,1.7
2012-01-03,147.2,164.8,111.6,65.08,0.13,1.73
2012-01-04,146.2,161.8,109.5,64.6,0.12,1.72
2012-01-05,145.2,162.7,109.9,64.64,0.13,1.71
2012-01-06,144,163.8,109.5,64,0.11,1.71
2012-01-09,145.7,167.1,111,63.3,0.11,1.72
2012-01-10,149.5,168.8,111.8,63.58,0.18,1.75
2012-01-11,151,168.4,111.5,63.4,0.15,1.75
2012-01-12,157,166.8,110,64,0.18,1.77
2012-01-13,158.2,167.4,110.1,63.54,0.17,1.71
2012-01-16,161.5,168.6,111.2,63.84,0.17,1.7
2012-01-17,163.3,168.6,111.8,63.76,0.18,1.72
2012-01-18,162.7,167,111.1,63.22,0.22,1.71
2012-01-19,165,168.8,110.8,63.32,0.24,1.81
2012-01-20,166.5,168,110.5,62.26,0.24,1.82
2012-01-23,174.7,166.6,109,62.04,0.23,1.91
2012-01-24,167.9,168.1,109,61.88,0.25,1.98
2012-01-25,168.8,166.7,108.6,61.8,0.24,1.93
2012-01-26,171.1,166.7,109.5,62.06,0.24,1.88
2012-01-27,170.5,167.4,110.8,62.3,0.26,1.86
2012-01-30,168,167.5,110.2,62,0.24,1.78
2012-01-31,167.6,167.8,112,61.74,0.2,1.75
2012-02-01,173.4,171.3,113.4,62.3,0.23,1.78
2012-02-02,177,172.6,112.2,62.16,0.25,1.8
2012-02-03,179.5,173.7,113,62.18,0.24,1.92
2012-02-06,181.6,173,113.6,63.72,0.22,1.84
2012-02-07,188,172.5,114.8,65.12,0.26,1.91
2012-02-08,195,172.9,112.9,64.2,0.29,1.92
2012-02-09,203.4,172.9,112.6,59.94,0.31,1.96
2012-02-10,200,174.8,113.4,60.26,0.29,1.92
2012-02-13,200,175.4,114.9,59.74,0.31,1.93
2012-02-14,194.7,176.9,114.9,59.66,0.3,1.88
2012-02-15,197,177.8,115,59.52,0.27,1.86
2012-02-16,192.5,176.4,115,59.64,0.32,1.84
2012-02-17,198.9,174.2,113.5,59.94,0.31,1.89
2012-02-20,198,173.3,114.2,59.22,0.32,1.93
2012-02-21,199.9,178.7,114.5,59.28,0.35,1.95
2012-02-22,194.6,180.5,114.5,59.8,0.33,1.92
2012-02-23,187.8,180.4,113.6,59.74,0.33,1.88
2012-02-24,191.5,181,116.4,59.98,0.3,1.88
2012-02-27,192.2,180,116.7,59.18,0.27,1.82
2012-02-28,198.2,184.7,118.8,59.2,0.27,1.83
2012-02-29,200.2,183.6,118,59.8,0.27,1.87
2012-03-01,190,184.8,116.4,60.12,0.29,1.84
2012-03-02,188,184.8,117.9,60.42,0.27,1.8
2012-03-05,190.5,184,117.1,60.12,0.28,1.82
2012-03-06,187.8,182.5,114.2,59.12,0.29,1.81
2012-03-07,189.2,184.3,114.4,59.56,0.27,1.82
2012-03-08,190.6,184.3,115.9,59.44,0.28,1.84
2012-03-09,192.5,186.8,118,59.76,0.28,1.83
2012-03-12,190.1,187.6,117.7,60,0.27,1.79
2012-03-13,192.2,187.8,118.2,60.58,0.31,1.85
2012-03-14,193,186.2,118.2,62,0.36,1.98
2012-03-15,192,181.8,116.8,61.68,0.38,1.99
2012-03-16,191.5,182.6,117.1,62.22,0.42,2.07
2012-03-19,188,182.3,116.2,62.6,0.42,2.06
2012-03-20,185.2,184.7,115.5,62.2,0.4,2.08
2012-03-21,182.5,186.9,116.9,62.42,0.34,2.01
2012-03-22,178,186.8,114.6,62.62,0.32,1.95
2012-03-23,178.2,188.3,114.2,63.52,0.26,1.89
2012-03-26,179,193.3,114.9,63.72,0.27,1.98
2012-03-27,177.2,191.9,114.7,63.86,0.29,1.92
2012-03-28,175.8,193.2,115.4,63.68,0.28,1.88
2012-03-29,171,192.2,113.5,62.3,0.27,1.84
2012-03-30,176.5,193.2,111.8,62.92,0.31,1.81
2012-04-02,181,197.7,113.2,64.02,0.27,1.83
2012-04-03,179.3,200.6,115.5,63.9,0.22,1.83
2012-04-04,177.6,198.4,113.8,62.84,0.23,1.81
2012-04-10,173,195.1,110.4,61.02,0.15,1.67
2012-04-11,172,193.5,110.2,62,0.2,1.74
2012-04-12,173,196,111,62.6,0.2,1.75
2012-04-13,173.4,194.8,109.3,62.6,0.17,1.7
2012-04-16,172,196.8,110.4,62.12,0.19,1.69
2012-04-17,174.6,199.2,110.4,63.8,0.22,1.73
2012-04-18,175.5,199.5,112.5,62.98,0.22,1.68
2012-04-19,176.5,199,111.6,63.36,0.21,1.68
2012-04-20,176.4,199,113.2,63.4,0.24,1.69
2012-04-23,174,194.8,112.5,62.58,0.23,1.65
2012-04-24,175.5,194.5,112.4,62.6,0.22,1.72
2012-04-25,178,195.2,112.6,63.18,0.24,1.73
2012-04-26,173.9,206.4,111,62.78,0.21,1.67
2012-04-27,174.9,205.8,112.1,62.12,0.23,1.68
2012-04-30,176,208,112.5,62.7,0.19,1.64
2012-05-01,175.8,207.2,111.9,62.58,0.22,1.64
2012-05-02,176,207.8,109.7,63.84,0.22,1.57
2012-05-03,174.5,210,110.4,64.98,0.22,1.57
2012-05-07,168.6,207.8,109.2,64.92,0.23,1.54
2012-05-08,165.6,208,108.9,65.42,0.25,1.47
2012-05-09,160.1,205.4,106,65.02,0.2,1.43
2012-05-10,162,205.2,108,65.1,0.17,1.44
2012-05-11,159.2,207.4,109,65.32,0.17,1.42
2012-05-14,152,204,118.6,65.18,0.16,1.36
2012-05-15,147.5,203.4,115.1,62.4,0.14,1.35
2012-05-16,149,204.6,117.4,64,0.12,1.39
2012-05-21,150.8,202.4,123.9,64.3,0.1,1.33
2012-05-22,156.7,204,126.2,65.44,0.1,1.36
2012-05-23,156,201.2,125,63.8,0.05,1.26
2012-05-24,161.3,204,122.4,66.2,0.06,1.27
2012-05-25,163.5,204.6,124.2,64.04,0.02,1.24
2012-05-29,160.1,209.4,126.5,64.9,0,1.22
2012-05-30,154.2,206.6,127.5,64,-0.06,1.09
2012-05-31,156,206.6,124.5,63.04,-0.07,1.03
2012-06-01,153.2,202.4,123.5,61.6,-0.14,0.97
2012-06-04,152,198.1,124.2,62.34,-0.14,1.01
2012-06-06,154.8,199,124.5,62.82,-0.15,1.11
2012-06-07,161,203,124.5,64.68,-0.04,1.28
2012-06-08,157,204.4,123.8,65.5,-0.08,1.23
2012-06-11,156.6,204,124.1,65.26,-0.08,1.19
2012-06-12,153.3,205.4,122.7,64.96,-0.05,1.3
2012-06-13,152.2,208.6,121.4,65.8,-0.07,1.32
2012-06-14,149.2,207.8,122.5,65.58,-0.1,1.3
2012-06-15,153.5,207,121.4,66.18,-0.16,1.24
2012-06-18,153.5,207,121.2,65.2,-0.19,1.25
2012-06-19,159.8,212,124,66.6,-0.14,1.37
2012-06-20,166.1,208.4,122,67.2,-0.09,1.45
2012-06-21,164,210.4,121.7,65.56,-0.14,1.42
2012-06-22,163.5,209,122.2,65.22,-0.13,1.44
2012-06-25,161,207.2,119.2,64.46,-0.16,1.34
2012-06-26,154.7,207,117.8,64,-0.17,1.39
2012-06-27,155.5,209.4,118.4,64.88,-0.17,1.43
2012-06-28,153.5,208.6,118.2,64.94,-0.15,1.37
2012-06-29,158,210.8,121,65.88,0.04,1.46
2012-07-02,159.9,212.8,123.8,66.14,0,1.36
2012-07-03,160.4,216.6,125,66.7,-0.04,1.38
2012-07-04,159.6,214.2,125.1,66.6,-0.07,1.29
2012-07-05,157.9,217,123.3,66.46,-0.14,1.22
2012-07-06,155.1,216.2,121,66.6,-0.17,1.14
2012-07-09,155.1,214.6,120.6,66.6,-0.21,1.16
2012-07-10,157,217,120.3,66.36,-0.22,1.13
2012-07-11,158.3,218.2,120,66.6,-0.25,1.08
2012-07-12,156.7,214.4,119.6,66.4,-0.27,1.05
2012-07-13,158.3,216,119.8,67,-0.3,1.06
2012-07-16,160,219.8,120,68.16,-0.3,1.02
2012-07-17,154.6,222.4,120.5,68.62,-0.3,1.02
2012-07-18,156.5,225.6,123.4,69.28,-0.3,1
2012-07-19,158.5,231.4,125.5,69.8,-0.29,1.01
2012-07-20,156.3,230.2,128,69.42,-0.31,0.97
2012-07-23,152.8,225.4,125,68.2,-0.29,0.98
2012-07-24,153.5,225.8,122.3,68.76,-0.3,1.03
2012-07-25,152.6,227.8,118.8,67.54,-0.28,1.06
2012-07-26,156.8,228.4,120.4,69.2,-0.26,1.12
2012-07-27,157.5,229.8,121.6,69.76,-0.3,1.18
2012-07-30,158.6,230.4,121.8,69.62,-0.28,1.17
2012-07-31,162.3,229.4,120,68.74,-0.3,1.08
2012-08-01,161.9,227,119.2,69.34,-0.26,1.18
2012-08-02,160.4,226.8,117.6,69.2,-0.23,1.03
2012-08-03,166.6,229.8,118.5,69.58,-0.19,1.21
2012-08-06,167.3,230.6,118.2,70.58,-0.22,1.18
2012-08-07,168,230,118.4,69.52,-0.19,1.24
2012-08-08,166,230.4,111,68.2,-0.21,1.18
2012-08-09,166.4,231,110,69.2,-0.22,1.2
2012-08-10,169,232.4,109.3,69.54,-0.25,1.12
2012-08-13,167.8,234,108.7,69.08,-0.22,1.16
2012-08-14,166.7,236.4,108.6,68.7,-0.21,1.22
2012-08-15,168.6,236,109.3,72.2,-0.18,1.3
2012-08-16,168.5,234,109.2,73.14,-0.2,1.27
2012-08-17,168.8,234.4,108.8,72.94,-0.21,1.23
2012-08-20,167,236.6,108.2,72.6,-0.2,1.24
2012-08-21,169.8,238,108,73.42,-0.17,1.3
2012-08-22,169.8,231.6,108.2,72.7,-0.19,1.19
2012-08-23,170.2,231.8,107.7,72.48,-0.2,1.1
2012-08-24,170,232.2,108.3,72.08,-0.2,1.06
2012-08-27,170,234,108.2,72.98,-0.19,1.09
2012-08-28,169,230,108.5,73.4,-0.16,1.08
2012-08-29,174.1,232,108.8,73.54,-0.11,1.14
2012-08-30,169.6,235,108.6,73.6,-0.14,1.08
2012-08-31,169.5,236.6,109.2,73.78,-0.13,1.1
2012-09-03,169.5,236.2,108.9,73.88,-0.12,1.14
2012-09-04,167.8,233.8,107.9,73.8,-0.12,1.16
2012-09-05,167.5,236,108,74.4,-0.09,1.51
2012-09-06,168.7,239.4,108.8,75,-0.04,1.58
2012-09-07,169.9,237,107.3,75.8,-0.02,1.54
2012-09-10,168.5,235.8,105,75.8,-0.03,1.57
2012-09-11,168,239.2,106.3,75.04,-0.03,1.56
2012-09-12,169.1,239.4,103.8,76.54,0.03,1.65
2012-09-13,168.5,236.8,103.5,75.64,0.11,1.63
2012-09-14,170.7,234,103.9,76.4,0.14,1.77
2012-09-17,176.1,232,103.6,75.88,0.13,1.75
2012-09-18,176,230.8,103.8,74.4,0.05,1.72
2012-09-19,176,231.8,103.3,74.76,0.03,1.7
2012-09-20,176.1,231.8,104.6,75.02,-0.04,1.66
2012-09-21,176.3,234,106.4,74.46,-0.06,1.68
2012-09-24,174.7,235.4,105.9,75.4,-0.06,1.62
2012-09-25,174.6,236.6,105.4,75.8,0,1.66
2012-09-26,169.7,234.6,103.2,74.4,-0.05,1.51
2012-09-27,173.2,238.4,104.9,74.8,-0.04,1.51
2012-09-28,172.4,241.6,107.8,75.38,-0.06,1.49
2012-10-01,168.8,243,106,75.52,-0.03,1.51
2012-10-02,166.5,244,106.9,75.1,-0.04,1.52
2012-10-03,165.1,243.6,105.8,75.32,-0.05,1.52
2012-10-04,165.4,243.8,107.1,75.7,-0.04,1.51
2012-10-05,172,245.4,108.3,76.22,-0.02,1.57
2012-10-08,169.9,244.4,107.4,75.62,-0.04,1.52
2012-10-09,168.2,243.6,106.3,75.6,-0.03,1.52
2012-10-10,167,248.4,105.6,75.82,-0.03,1.54
2012-10-11,167.8,250,105.2,75.92,-0.02,1.54
2012-10-12,167,250.8,104.8,75.58,-0.03,1.49
2012-10-15,166.1,252.8,105.4,75.6,-0.03,1.49
2012-10-16,170,257,105.9,76.18,0,1.56
2012-10-17,171.9,252.6,104.8,75.8,0.02,1.65
2012-10-18,176.3,254.8,103.7,75.58,0.03,1.65
2012-10-19,175.6,255,104,75.8,0.05,1.62
2012-10-22,178,253,103.5,75.58,0.06,1.64
2012-10-23,176.9,249.2,100.6,75.1,0.05,1.59
2012-10-24,176,249.4,101,74.84,0.02,1.59
2012-10-25,177,251.2,99.5,75.68,0.02,1.6
2012-10-26,176.5,255.6,99.65,75.9,-0.02,1.54
2012-10-29,176,254,99.35,75.2,-0.04,1.48
2012-10-30,175.8,255,101.2,75.46,-0.03,1.52
2012-10-31,175.5,252.4,100.2,75.2,-0.03,1.5
2012-11-01,176.3,256.4,99.05,75.6,-0.04,1.47
2012-11-02,177.5,253,99,76.02,-0.06,1.46
2012-11-05,173.5,255,98,75.46,-0.08,1.44
2012-11-06,172.4,254.6,96.4,75.6,-0.09,1.44
2012-11-07,171.4,263.2,101,74.86,-0.11,1.39
2012-11-08,169.5,264.8,98.25,79.06,-0.12,1.36
2012-11-09,167.4,265.2,98.75,78.14,-0.12,1.35
2012-11-12,165,263.4,95.75,79.98,-0.13,1.35
2012-11-13,162.7,262.6,97.25,79.44,-0.15,1.35
2012-11-14,162.7,258.2,94.25,78.78,-0.15,1.34
2012-11-15,160.5,257.8,93.85,77.68,-0.16,1.35
2012-11-16,160.6,258,92.35,77.7,-0.17,1.33
2012-11-19,162.3,260,93.1,77.8,-0.17,1.36
2012-11-20,162,260.6,92.55,79.18,-0.16,1.43
2012-11-21,162,262.2,93.2,79.76,-0.16,1.39
2012-11-22,165.8,266.6,95,80.12,-0.16,1.4
2012-11-23,165,267.2,96.15,80.86,-0.15,1.41
2012-11-26,163.8,269,96.55,80.84,-0.17,1.36
2012-11-27,164.6,272,96.5,80.42,-0.16,1.38
2012-11-28,161.4,271.8,95.45,79.66,-0.18,1.32
2012-11-29,164.3,271.4,95.05,80.9,-0.15,1.33
2012-11-30,164,267.8,95.9,81.64,-0.15,1.34
2012-12-03,164.5,272,94,82.42,-0.11,1.38
2012-12-04,164.5,273.6,95.2,83.02,-0.12,1.36
2012-12-05,165,273.4,97.4,84.1,-0.14,1.31
2012-12-06,166.2,274.2,99.8,83.5,-0.18,1.3
2012-12-07,166.5,274,99.2,83.6,-0.19,1.3
2012-12-10,162.3,274,99.15,83.08,-0.18,1.31
2012-12-11,161.3,278,98.2,83.2,-0.17,1.34
2012-12-12,164.4,271.6,98.85,83.6,-0.14,1.35
2012-12-13,162.4,270.2,98.95,83,-0.14,1.4
2012-12-14,162.7,271.8,98.2,84.4,-0.13,1.41
2012-12-17,160.5,264.6,97.45,84.26,-0.11,1.43
2012-12-18,161.1,270.4,96.65,84.24,-0.11,1.47
2012-12-19,160.3,271.6,82.15,84.5,-0.1,1.49
2012-12-20,160.1,277.1,82.25,85,-0.09,1.48
2012-12-21,159.2,278,81.65,85.26,-0.1,1.44
2012-12-27,158.9,277,82,85.9,-0.1,1.38
2012-12-28,157.1,276.5,82.9,85.3,-0.12,1.38
2013-01-02,162.5,278,83.5,86.2,0.16,1.5
2013-01-03,163.2,278.5,83.9,87.54,0.2,1.54
2013-01-04,165.6,283.2,86.1,88.24,0.24,1.61
2013-01-07,169.2,283.5,87.4,87.86,0.24,1.58
2013-01-08,170,287.5,88,88.62,0.22,1.55
2013-01-09,170,285.5,88.95,87.96,0.2,1.54
2013-01-10,173.8,288,89.95,86.8,0.27,1.63
2013-01-11,174.5,283.9,90.4,86,0.31,1.66
2013-01-14,176.5,284.4,90,85.9,0.31,1.62
2013-01-15,176.9,286,89,86,0.32,1.58
2013-01-16,178.9,289.4,89,85.06,0.31,1.58
2013-01-17,179.1,289.9,88.5,85.2,0.41,1.65
2013-01-18,180.7,291.1,88,84.72,0.4,1.63
2013-01-21,182.2,289.8,88,84.72,0.45,1.68
2013-01-22,181,288.7,87.55,84.7,0.43,1.66
2013-01-23,180,287.6,87.5,83.22,0.4,1.63
2013-01-24,179.6,287.9,86.6,83.54,0.42,1.65
2013-01-25,178.7,289.2,87.2,83.78,0.53,1.72
2013-01-28,180.1,292,86.2,84.64,0.58,1.77
2013-01-29,178.8,292.6,87.05,85.3,0.56,1.78
2013-01-30,180.3,281.3,87.95,87.16,0.58,1.81
2013-01-31,179,290,86.9,86.5,0.56,1.79
2013-02-01,180.7,288.9,89.6,87.48,0.54,1.78
2013-02-04,177.2,289.5,89.15,86.26,0.5,1.74
2013-02-05,178.1,291.1,88.6,87.16,0.53,1.8
2013-02-06,175,289.4,89.65,87.3,0.51,1.77
2013-02-07,174,290.5,89.75,90.2,0.47,1.75
2013-02-08,178.8,289.6,90,89.6,0.47,1.76
2013-02-11,177.3,287,90.15,89,0.48,1.77
2013-02-12,176.5,293.8,90.25,89.26,0.5,1.8
2013-02-13,178,295.5,91.9,89.38,0.54,1.83
2013-02-14,178.5,291.3,91.5,89.2,0.48,1.8
2013-02-15,178.5,292,92.65,89.42,0.49,1.81
2013-02-18,178.8,290,93,89.1,0.47,1.78
2013-02-19,181.5,297.3,93.85,89.6,0.48,1.78
2013-02-20,181.5,297.4,94.05,89.74,0.49,1.82
2013-02-21,180,295.1,93.5,89.52,0.43,1.74
2013-02-22,181.8,297.2,94.35,90.34,0.39,1.73
2013-02-25,186,294.7,95.75,89.82,0.38,1.73
2013-02-26,187.6,297.6,94.95,89.22,0.29,1.63
2013-02-27,187,294.6,94.5,89.54,0.3,1.6
2013-02-28,189.9,297.9,96.85,92.06,0.28,1.6
2013-03-01,188.7,297.7,99.95,92.2,0.25,1.58
2013-03-04,191.1,302.1,99.75,92.38,0.26,1.58
2013-03-05,195.5,306.2,100.4,93.32,0.28,1.61
2013-03-06,194.3,306.1,100.4,93.98,0.27,1.62
2013-03-07,194.4,309.9,100.9,94.04,0.32,1.67
2013-03-08,198.5,311,100.8,95.18,0.31,1.69
2013-03-11,199.4,313.5,101.7,94.96,0.31,1.68
2013-03-12,200.6,312,101,95.36,0.28,1.66
2013-03-13,199,314.6,102.4,95.56,0.28,1.66
2013-03-14,201.7,315.3,102.3,95.8,0.28,1.66
2013-03-15,205.3,316.7,103.6,95.56,0.25,1.64
2013-03-18,200.6,320.6,102.3,94.5,0.22,1.58
2013-03-19,200.7,321.1,102,94.98,0.19,1.54
2013-03-20,201.5,320.9,103.3,94.74,0.22,1.57
2013-03-21,202.2,319,101.8,94.4,0.21,1.56
2013-03-22,199.9,322.1,99.9,94,0.22,1.57
2013-03-25,201,323.6,99.15,94,0.19,1.54
2013-03-26,199.5,321,108,94.2,0.19,1.54
2013-03-27,198,312.9,107.1,93.88,0.14,1.48
2013-04-02,199.3,326.9,109.3,94.76,0.17,1.5
2013-04-03,200,327.5,109.7,94.44,0.16,1.48
